"replica","omega","sigma_q","sigma_t","phi","eta","shock","calibracion_ok","shock_ok","pib_real_base","pib_real_shock","var_pib_real_pct","var_c_real_pct","var_i_real_pct","var_x_real_pct","var_m_real_pct","delta_tax_pp_pib","delta_u_pp","norm_calibracion"
20,1.25913503266929,1.48159390038199,2.95646045437752,0.117985354365373,0.500535041256808,"fit",TRUE,TRUE,282097.798326924,282365.312516649,0.0948303004532303,0.0602622041401268,0.254679480305042,0.0492919239708511,0.0632918316957998,-0.0662404460886029,-0.20732019744164,2.47765041939479e-05
21,1.08383286604294,2.53981932655188,1.24208914105384,0.112496121267213,0.392645046413236,"iva",TRUE,TRUE,282097.798326924,281821.278763411,-0.098022588319846,-0.115348603770504,-0.0524251394931508,-0.143027815653185,-0.0954916795658622,0.00490774859147058,0.402277899827966,2.47765041944143e-05
21,1.08383286604294,2.53981932655188,1.24208914105384,0.112496121267213,0.392645046413236,"pit",TRUE,TRUE,282097.798326924,281115.04863503,-0.348371982242557,-0.480732811037787,-0.123775491545741,-0.215945860963396,-0.130613367346233,0.0223626934321486,0.733538784462404,2.47765041944143e-05
21,1.08383286604294,2.53981932655188,1.24208914105384,0.112496121267213,0.392645046413236,"fit",TRUE,TRUE,282097.798326924,282266.100999332,0.0596611081000731,0.0375681414960471,0.190083184429413,0.0127648353567045,0.044702054682455,-0.0816781293119184,-0.130486118516734,2.47765041944143e-05
22,1.22255845232212,2.50541774224621,1.47272925440848,0.107615869371693,0.400925543237827,"iva",TRUE,TRUE,282097.798326924,281808.680437311,-0.102488531044131,-0.122283916275634,-0.0540037304001539,-0.139326623498859,-0.0920637129955382,0.00504841692544056,0.411205039647885,2.4776504195572e-05
22,1.22255845232212,2.50541774224621,1.47272925440848,0.107615869371693,0.400925543237827,"pit",TRUE,TRUE,282097.798326924,281091.230787628,-0.35681509932588,-0.493506342340189,-0.127339413333738,-0.209540135948771,-0.124530465286055,0.0224605059680916,0.750463729961385,2.4776504195572e-05
22,1.22255845232212,2.50541774224621,1.47272925440848,0.107615869371693,0.400925543237827,"fit",TRUE,TRUE,282097.798326924,282276.356527917,0.0632965595805279,0.0410710912597478,0.194900287758526,0.0129589022758836,0.0437599703132729,-0.0807011589947282,-0.138208810366427,2.4776504195572e-05
23,2.27595113874122,1.65272798579826,2.46985501585004,0.112682084500375,0.578016095109342,"iva",TRUE,TRUE,282097.798326924,281687.342167352,-0.14550136938557,-0.176109786453982,-0.0875660806441303,-0.135289696800478,-0.0803248206175722,-0.00212307153835689,0.498996452200958,2.47765041939112e-05
23,2.27595113874122,1.65272798579826,2.46985501585004,0.112682084500375,0.578016095109342,"pit",TRUE,TRUE,282097.798326924,280844.694470096,-0.444209016965103,-0.597598131887866,-0.204758635147639,-0.209132745143759,-0.105565872853342,0.00552432398530645,0.930014987373133,2.47765041939112e-05
23,2.27595113874122,1.65272798579826,2.46985501585004,0.112682084500375,0.578016095109342,"fit",TRUE,TRUE,282097.798326924,282484.983062142,0.137251952165007,0.102559840860317,0.307079019194778,0.0479820964883082,0.0483874007426666,-0.0546912221529472,-0.296246671583292,2.47765041939112e-05
